phone_number,email,credit_score,age_group,family_background,income,education_level,employment_type,website_engagement_score,last_contact_date,intent_score,intent_binary
599-370-7839,davidtorres@example.org,674,26-35,Married with Kids,71753,Bachelor's,Self-employed,61,2025-05-15,100,1
(794)925-0165x755,adrienne32@example.net,646,46-55,Married with Kids,59204,High School,Full-time,25,2025-01-26,76,1
5706560557,williamsrichard@example.org,587,26-35,Married,15000,High School,Retired,74,2025-05-28,44,0
(616)715-3176x6024,sburke@example.net,696,46-55,Married,15000,High School,Unemployed,30,2025-01-30,70,1
743-736-9757,phillip06@example.net,641,26-35,Single,54775,Bachelor's,Self-employed,45,2025-02-17,82,1
001-826-805-3388x24996,paynekimberly@example.net,574,26-35,Married with Kids,26083,Bachelor's,Full-time,69,2025-06-09,95,1
687-258-8041,robertwalker@example.com,655,36-45,Married,88942,Professional,Full-time,77,2025-04-18,100,1
451-526-1937x902,burkegwendolyn@example.com,553,18-25,Single,15000,Bachelor's,Retired,30,2025-02-21,14,0
221-234-5579,zlopez@example.com,615,26-35,Married,15731,High School,Full-time,57,2025-06-03,68,1
001-387-723-0636x57837,hannabrian@example.org,665,36-45,Single,15000,High School,Student,44,2025-02-25,59,0
877.967.9593x2249,taylorlawrence@example.com,677,46-55,Married with Kids,39005,Master's,Part-time,39,2025-03-11,72,1
001-679-612-0945x40289,anitadoyle@example.org,694,56+,Married,62583,Professional,Full-time,34,2025-03-22,77,1
001-976-694-1366,mrandall@example.net,636,26-35,Single,56802,Master's,Full-time,53,2025-03-25,71,1
3875863914,breanna94@example.net,571,26-35,Married with Kids,28222,High School,Full-time,76,2025-01-23,95,1
744-474-2707x2544,ecastro@example.org,756,36-45,Divorced,87543,Bachelor's,Full-time,61,2025-05-02,100,1
372-687-4075x193,pyates@example.com,680,26-35,Married with Kids,43822,Master's,Full-time,72,2025-04-22,100,1
+1-203-756-8991,acastillo@example.net,663,26-35,Single,32735,High School,Full-time,64,2025-04-08,65,1
8139993925,tholt@example.net,660,36-45,Married with Kids,15146,High School,Part-time,69,2025-06-08,100,1
817.971.8626,ojones@example.org,609,26-35,Widowed,15000,High School,Part-time,78,2025-05-31,73,1
(838)613-0326x2498,bishoprichard@example.com,672,46-55,Married with Kids,15000,Bachelor's,Unemployed,39,2025-06-08,55,0
797-670-5364x434,andersondenise@example.com,708,46-55,Single,27153,High School,Full-time,34,2025-02-13,53,0
+1-401-228-9348,clarkebridget@example.org,728,46-55,Married,66014,Bachelor's,Full-time,32,2025-03-18,85,1
(350)445-6869x6900,jacobfloyd@example.com,793,56+,Married with Kids,53040,Professional,Part-time,35,2025-02-06,62,1
804-315-7584x2768,timothyolsen@example.net,736,36-45,Divorced,73265,Bachelor's,Self-employed,69,2025-07-04,91,1
001-433-233-5694,arnoldjonathan@example.com,664,36-45,Single,37063,Bachelor's,Retired,56,2025-04-04,76,1
(616)329-5064x1031,qbarron@example.org,704,36-45,Married with Kids,58643,Bachelor's,Full-time,70,2025-05-08,100,1
(523)646-5546x120,lgibson@example.com,594,18-25,Widowed,66550,Master's,Full-time,32,2025-03-01,25,0
+1-701-698-9289x14353,matthewespinoza@example.com,626,18-25,Married,15000,Bachelor's,Unemployed,47,2025-02-05,38,0
+1-960-778-1384,sanchezkathy@example.org,649,36-45,Single,22176,PhD,Student,31,2025-04-07,43,0
791-685-0582x405,ejoseph@example.org,654,46-55,Married with Kids,61003,Bachelor's,Full-time,38,2025-01-24,96,1
+1-706-511-9597x372,hallleslie@example.com,672,26-35,Widowed,60964,Master's,Full-time,24,2025-03-23,47,0
294.242.8054,kimberlysimon@example.org,706,36-45,Single,88671,Bachelor's,Full-time,80,2025-02-02,95,1
(507)687-3053x900,sonyareese@example.org,706,36-45,Widowed,15000,Bachelor's,Unemployed,40,2025-06-21,49,0
(605)955-5628,patrick57@example.net,654,56+,Single,79319,Bachelor's,Full-time,38,2025-05-18,80,1
793.399.4310,kathleen87@example.net,683,56+,Married with Kids,34089,High School,Full-time,27,2025-06-28,77,1
809.757.2839x78301,richard07@example.com,625,36-45,Married with Kids,47136,Bachelor's,Full-time,67,2025-03-16,92,1
(925)767-0327x18875,nortonandrea@example.org,613,36-45,Single,72075,Bachelor's,Full-time,35,2025-05-13,57,0
9756204690,biancachen@example.com,698,46-55,Single,120672,Master's,Full-time,22,2025-06-28,100,1
977-539-2024x440,andrewschristopher@example.net,693,46-55,Married with Kids,24880,Professional,Part-time,46,2025-05-11,74,1
001-601-412-0367x2916,omiller@example.com,675,46-55,Married,43479,Master's,Full-time,21,2025-03-29,59,0
(447)210-7935x27565,danielcohen@example.org,721,36-45,Single,15000,High School,Part-time,45,2025-01-16,57,0
4162183215,combstravis@example.org,735,46-55,Divorced,59467,Master's,Full-time,15,2025-06-08,68,1
(864)930-8604x2831,jasonyork@example.com,629,46-55,Married with Kids,32861,Master's,Part-time,66,2025-03-23,93,1
001-944-971-0606x0673,charlesmartinez@example.org,792,46-55,Single,76944,Master's,Full-time,51,2025-01-21,100,1
929.208.4798x011,katrina47@example.net,679,26-35,Single,41489,Master's,Full-time,63,2025-06-19,100,1
(658)957-5790x33675,bassandrew@example.net,719,46-55,Married with Kids,80628,Master's,Full-time,57,2025-05-30,100,1
001-299-237-8486x523,leslie33@example.com,619,18-25,Married with Kids,41052,Master's,Full-time,23,2025-06-20,66,1
2494820700,dbenton@example.com,513,18-25,Married with Kids,40962,High School,Self-employed,56,2025-03-15,73,1
353.396.4163x825,jnash@example.net,700,36-45,Divorced,22371,Professional,Student,39,2025-02-19,64,1
558.221.7263,pattonkaitlyn@example.com,621,26-35,Single,38277,High School,Full-time,27,2025-04-23,52,0
+1-508-286-1125x8044,rjarvis@example.com,746,46-55,Single,72803,Master's,Full-time,72,2025-06-29,90,1
(211)327-1681,bkidd@example.org,753,56+,Single,120815,Professional,Self-employed,18,2025-06-27,86,1
(315)226-7371,zhubbard@example.net,731,26-35,Divorced,41434,Master's,Full-time,51,2025-03-28,68,1
+1-764-564-1473x5946,lcarter@example.com,625,26-35,Single,43431,Bachelor's,Full-time,57,2025-02-14,61,1
876.889.9773x951,walkerevan@example.net,719,36-45,Single,35210,High School,Full-time,45,2025-05-11,67,1
+1-870-514-0950x71519,jeffreysantos@example.com,761,36-45,Single,98301,Master's,Full-time,65,2025-06-26,83,1
(559)561-1595,christopher29@example.net,698,26-35,Married with Kids,63606,Bachelor's,Full-time,78,2025-07-08,100,1
001-206-728-8156x60309,fowlerjason@example.org,764,46-55,Single,131148,PhD,Full-time,2,2025-03-04,81,1
001-936-935-6808,justinthomas@example.net,679,56+,Single,56947,Bachelor's,Full-time,38,2025-03-01,59,0
001-867-662-1874x309,mturner@example.net,629,26-35,Widowed,25483,Master's,Part-time,62,2025-02-19,57,0
(483)248-7092x9516,michael82@example.com,729,56+,Single,45006,High School,Self-employed,51,2025-02-08,52,0
533.612.5812x8766,scottdamon@example.com,650,26-35,Single,53101,Bachelor's,Full-time,41,2025-07-08,83,1
001-744-376-5224x6968,ewatkins@example.com,700,46-55,Divorced,60312,Professional,Part-time,60,2025-03-21,73,1
213.252.8454x705,linda74@example.net,566,18-25,Single,15000,Bachelor's,Part-time,46,2025-03-14,19,0
307.466.4878x41383,fgraham@example.net,572,18-25,Married with Kids,54180,Bachelor's,Self-employed,24,2025-06-02,76,1
459.648.2245,hughesalexis@example.org,726,36-45,Single,41029,High School,Full-time,65,2025-06-21,86,1
641.376.5461,newmanbeth@example.org,647,26-35,Married with Kids,64859,PhD,Full-time,46,2025-01-19,77,1
547-739-1298,juan01@example.org,683,36-45,Divorced,56603,Bachelor's,Self-employed,62,2025-04-06,100,1
527-271-5685,maldonadojuan@example.com,664,26-35,Married with Kids,61556,Bachelor's,Full-time,91,2025-04-26,100,1
808-603-0892x290,jacobskathryn@example.com,676,56+,Married with Kids,21074,High School,Part-time,28,2025-04-24,68,1
902-493-7645x2658,mcfarlandjohn@example.com,700,36-45,Married,15000,Bachelor's,Unemployed,79,2025-03-12,44,0
(260)308-0598,smithjohn@example.org,742,36-45,Widowed,130560,Master's,Full-time,76,2025-03-14,100,1
478.228.6872,alejandrojones@example.net,642,26-35,Single,53867,Bachelor's,Full-time,29,2025-01-25,67,1
001-369-722-3976x62154,cantrellvictoria@example.org,663,56+,Single,15000,Bachelor's,Student,29,2025-04-04,14,0
001-527-629-2942x86358,jademyers@example.net,570,26-35,Married,15000,Master's,Unemployed,80,2025-04-28,44,0
+1-587-749-5591x0923,melinda85@example.com,688,46-55,Single,71013,Master's,Full-time,36,2025-06-15,64,1
(883)346-3891,bellsusan@example.net,710,36-45,Single,105436,Professional,Full-time,69,2025-04-11,100,1
202.696.1499,pattersonashley@example.net,656,36-45,Married,30841,Bachelor's,Part-time,64,2025-05-12,79,1
+1-302-379-8914x5481,gsims@example.com,696,36-45,Married with Kids,95527,Bachelor's,Full-time,86,2025-03-15,100,1
848.774.9400x92628,whitneytrevor@example.org,609,26-35,Widowed,47897,Master's,Full-time,67,2025-07-10,63,1
6805570197,sean29@example.org,690,46-55,Divorced,57708,Bachelor's,Full-time,17,2025-03-14,79,1
001-756-380-8469x001,kimberlyjames@example.org,751,46-55,Married with Kids,103166,Master's,Full-time,41,2025-03-04,100,1
(349)247-0025,ckemp@example.org,707,46-55,Married with Kids,75545,Master's,Self-employed,30,2025-03-10,100,1
660-995-7724x877,dsanchez@example.net,650,26-35,Single,49915,Bachelor's,Self-employed,22,2025-04-19,58,0
672-389-0910x06347,wilkinspamela@example.org,733,36-45,Married,120629,Professional,Full-time,66,2025-01-22,100,1
(523)505-9757,xhaney@example.net,802,36-45,Single,146569,Master's,Full-time,60,2025-05-29,100,1
876.757.5552x58685,hardyronald@example.com,711,26-35,Single,48053,High School,Self-employed,54,2025-03-03,82,1
778.726.4871x30002,richard45@example.org,734,36-45,Married,77272,Bachelor's,Full-time,68,2025-02-25,100,1
698.352.9484x470,nathan56@example.org,528,18-25,Divorced,17000,High School,Full-time,40,2025-05-31,40,0
906.795.1181x9613,mark42@example.org,635,26-35,Married with Kids,17319,Bachelor's,Retired,65,2025-04-27,78,1
933-324-1997,meyermichelle@example.net,805,46-55,Married,125642,Master's,Full-time,38,2025-05-18,100,1
774.436.0489x098,qgarcia@example.org,626,26-35,Married,36907,Bachelor's,Self-employed,53,2025-05-17,73,1
001-547-849-3476,myersjo@example.net,747,46-55,Married,114173,Master's,Full-time,66,2025-06-29,100,1
+1-777-464-5808x43196,steinsergio@example.net,714,46-55,Widowed,54665,Master's,Self-employed,41,2025-05-26,74,1
+1-405-631-2605x5740,christine87@example.com,619,18-25,Married with Kids,16166,Bachelor's,Full-time,7,2025-04-27,50,0
(991)526-8130x783,harringtonheather@example.org,684,26-35,Single,27812,Bachelor's,Full-time,40,2025-03-17,71,1
412-634-5923x2580,luis71@example.org,702,56+,Married,38602,High School,Full-time,33,2025-05-31,69,1
(874)535-1492,tylerbrown@example.org,650,46-55,Married with Kids,15000,Bachelor's,Unemployed,49,2025-01-31,69,1
602-581-0607x634,joshuaperry@example.org,665,18-25,Married,82609,PhD,Full-time,37,2025-05-10,68,1
001-263-435-6416x2987,edward51@example.com,650,46-55,Single,28399,Bachelor's,Part-time,53,2025-05-16,55,0
001-735-417-2368x5044,wwilliams@example.org,663,26-35,Single,33740,Bachelor's,Retired,46,2025-06-10,53,0
754.572.2405,gallagherpatricia@example.org,608,18-25,Married,46125,Professional,Full-time,31,2025-07-11,55,0
+1-600-245-8927x523,xjohnson@example.com,621,18-25,Married,39971,Master's,Full-time,58,2025-04-25,70,1
+1-433-655-5638x59818,cheyennestrickland@example.com,680,18-25,Married with Kids,31690,High School,Full-time,54,2025-04-19,89,1
(498)800-5573x3807,rsmith@example.com,596,18-25,Single,28121,PhD,Self-employed,16,2025-01-15,32,0
775-201-7505x665,zmorris@example.net,621,18-25,Single,49724,Master's,Full-time,25,2025-04-13,54,0
001-522-332-4204x3006,dillonmargaret@example.net,659,56+,Married,21266,High School,Retired,45,2025-04-08,33,0
436-235-9114,amyrodriguez@example.org,625,36-45,Single,56440,Bachelor's,Self-employed,61,2025-02-21,82,1
+1-461-440-2454,joanna22@example.com,704,46-55,Divorced,56031,High School,Full-time,35,2025-02-26,79,1
(932)400-0132,josephyoung@example.org,553,18-25,Divorced,15000,High School,Unemployed,0,2025-05-09,0,0
491.635.3295x6176,ricky76@example.com,665,46-55,Widowed,38886,Master's,Part-time,44,2025-01-24,52,0
001-289-977-9536x14083,harperphilip@example.org,596,26-35,Married with Kids,17493,High School,Full-time,66,2025-03-22,77,1
(373)915-6726,rubenmatthews@example.com,769,36-45,Married,60561,Bachelor's,Full-time,79,2025-03-12,100,1
+1-489-377-7382x438,ryan92@example.org,690,46-55,Married,15000,Master's,Student,43,2025-02-16,54,0
(483)438-1385,matthewgamble@example.com,709,46-55,Divorced,61441,Master's,Retired,20,2025-02-09,61,1
+1-409-640-1441x24522,paul08@example.net,684,26-35,Single,45475,Bachelor's,Full-time,42,2025-06-11,74,1
001-539-535-0462,wramirez@example.org,617,18-25,Married with Kids,47517,PhD,Full-time,34,2025-06-17,84,1
+1-333-287-8959,john09@example.net,610,26-35,Married,15000,Bachelor's,Unemployed,93,2025-05-28,66,1
587-259-5082x57232,olsonanita@example.org,632,36-45,Divorced,72130,Master's,Full-time,63,2025-04-24,93,1
+1-648-546-7475x291,stephanie65@example.org,665,56+,Married with Kids,48024,Bachelor's,Full-time,62,2025-04-24,74,1
001-269-722-7025x25411,joanne24@example.org,699,36-45,Married with Kids,56966,Bachelor's,Full-time,50,2025-02-08,100,1
+1-267-568-0940x59647,rogeradams@example.com,613,18-25,Married,19149,Master's,Full-time,56,2025-06-14,54,0
232-506-5432x61434,jjones@example.net,726,56+,Married,29797,High School,Full-time,64,2025-03-02,60,1
709-515-6830,burgessjacob@example.com,737,56+,Widowed,114354,Master's,Self-employed,39,2025-02-12,88,1
001-664-497-4787x06764,oburton@example.org,639,36-45,Married,15000,Bachelor's,Unemployed,43,2025-04-08,50,0
+1-707-881-0101x24480,sherri11@example.net,699,36-45,Divorced,82281,Master's,Self-employed,67,2025-04-15,100,1
390-604-4910x0723,yvettecampbell@example.net,694,18-25,Married with Kids,39154,PhD,Full-time,63,2025-02-20,69,1
001-564-304-1210x704,owenmitchell@example.org,595,18-25,Married with Kids,15000,High School,Full-time,58,2025-02-22,57,0
(788)378-5066x067,darren83@example.com,702,56+,Divorced,15000,Bachelor's,Unemployed,22,2025-07-01,28,0
560-895-1427x70215,garciamatthew@example.org,667,36-45,Divorced,28527,Bachelor's,Part-time,63,2025-01-28,75,1
001-262-871-4359x341,hollandrobert@example.com,718,18-25,Married with Kids,74634,Master's,Self-employed,56,2025-01-15,97,1
472-455-3107x371,gonzalesmarc@example.org,673,46-55,Single,63795,PhD,Part-time,16,2025-04-22,57,0
752-540-8860x9692,rickgarcia@example.org,670,46-55,Married with Kids,58206,Master's,Full-time,43,2025-06-29,97,1
001-299-331-9140,maryhensley@example.com,733,36-45,Divorced,176217,Professional,Self-employed,58,2025-07-02,100,1
792-628-8741,laurenbaker@example.org,758,46-55,Married,94728,Bachelor's,Full-time,69,2025-03-08,86,1
602-366-4273x86966,johnsonchad@example.org,747,56+,Widowed,26168,High School,Full-time,29,2025-04-25,48,0
001-527-824-3067x7798,eellis@example.org,711,46-55,Married with Kids,40331,Bachelor's,Full-time,40,2025-04-12,92,1
424.208.9351x33157,emilymoody@example.com,620,36-45,Married,37928,Master's,Part-time,83,2025-01-29,87,1
001-862-201-7295x126,btapia@example.org,610,26-35,Married,18519,Professional,Student,70,2025-07-08,61,1
9848039092,arobinson@example.org,718,36-45,Married with Kids,62597,Master's,Full-time,62,2025-06-02,100,1
(733)739-9506x66760,foxanthony@example.org,637,56+,Married,23700,Master's,Part-time,40,2025-03-16,35,0
7902830692,belltheresa@example.com,567,18-25,Single,23397,Bachelor's,Full-time,47,2025-06-23,22,0
241-799-4124x3616,lyonscaitlyn@example.net,639,26-35,Divorced,72753,Master's,Self-employed,22,2025-05-03,79,1
5768191814,nboyd@example.org,653,26-35,Married with Kids,36848,Master's,Full-time,70,2025-02-25,96,1
977-749-1176,andrew04@example.org,634,26-35,Married,20928,Bachelor's,Part-time,84,2025-06-11,67,1
831-257-5229x50838,staceybrown@example.com,626,26-35,Married,20902,Bachelor's,Full-time,80,2025-04-13,91,1
+1-367-756-7535,jonathanhale@example.com,696,26-35,Married,36314,High School,Full-time,55,2025-03-06,78,1
+1-527-908-1207x800,chasedarrell@example.org,776,46-55,Single,15414,Bachelor's,Part-time,27,2025-05-08,60,1
2829341609,tracy88@example.com,669,46-55,Single,15000,Master's,Unemployed,26,2025-02-03,40,0
(561)690-7644x4904,brobbins@example.net,682,46-55,Divorced,62142,Bachelor's,Full-time,30,2025-02-08,69,1
001-827-272-6105x402,alexandraturner@example.com,630,18-25,Single,45725,Bachelor's,Full-time,28,2025-03-19,31,0
592-518-9568x86499,wkrause@example.org,563,18-25,Married with Kids,15000,High School,Student,55,2025-06-20,50,0
880-323-8487,kevin33@example.net,687,36-45,Divorced,95440,Bachelor's,Self-employed,46,2025-05-15,93,1
636.909.0857x537,gmolina@example.net,717,46-55,Single,59491,High School,Full-time,44,2025-05-22,83,1
+1-442-590-0249x2785,reginald15@example.org,641,36-45,Single,28081,High School,Full-time,80,2025-06-05,74,1
(216)376-0896,graypatricia@example.com,655,26-35,Married with Kids,30087,Master's,Part-time,85,2025-04-15,100,1
+1-578-724-2565x829,jacqueline04@example.net,680,36-45,Married with Kids,27833,High School,Retired,50,2025-03-08,95,1
303-698-6383x46690,catherine60@example.org,654,18-25,Divorced,15000,Bachelor's,Full-time,26,2025-05-02,74,1
(353)228-3153x0707,janice78@example.com,700,46-55,Divorced,56687,High School,Full-time,9,2025-07-02,57,0
450-483-3451,michael18@example.org,692,46-55,Married,18636,Professional,Unemployed,47,2025-02-18,50,0
488.214.7425x0743,brookemckenzie@example.org,646,46-55,Married,15000,High School,Unemployed,43,2025-05-11,38,0
2787677550,teresaflores@example.net,724,46-55,Married,110880,Master's,Full-time,68,2025-05-07,100,1
(603)367-3361x4247,kathy16@example.net,655,56+,Divorced,102385,PhD,Full-time,34,2025-02-23,79,1
+1-756-361-4824x364,srose@example.com,653,36-45,Married,61459,Master's,Full-time,77,2025-05-16,91,1
001-377-830-6146x0174,anthony00@example.net,725,36-45,Married,70321,Bachelor's,Full-time,76,2025-04-29,100,1
968-835-9627x83877,jorge23@example.com,667,36-45,Married with Kids,68107,Bachelor's,Full-time,53,2025-07-02,100,1
714.851.3740x2826,henry36@example.com,668,36-45,Married,97439,Master's,Self-employed,86,2025-03-20,100,1
(575)945-4034,christine53@example.com,603,18-25,Married,62917,PhD,Full-time,41,2025-05-12,60,1
+1-722-509-4705x4476,jonesanna@example.net,640,18-25,Married with Kids,15000,High School,Student,71,2025-04-08,50,0
001-792-570-4388x52871,denise43@example.org,669,36-45,Single,91475,PhD,Full-time,40,2025-02-06,100,1
001-697-238-5442,christinacowan@example.com,725,46-55,Married with Kids,43397,Master's,Full-time,16,2025-06-10,76,1
+1-204-968-8698,qgonzalez@example.net,697,36-45,Married with Kids,43267,High School,Full-time,83,2025-02-14,100,1
